Freq.,Vvo/Vvi
3.50751873952539e-002,-1.47548822735398e-001,1.79997127133954e+002
3.51560440528269e-002,-1.47548822735754e-001,1.79997120511314e+002
3.52370871042458e-002,-1.47548822736190e-001,1.79997113873407e+002
3.53183169791928e-002,-1.47548822736706e-001,1.79997107220198e+002
3.53997341083405e-002,-1.47548822737097e-001,1.79997100551652e+002
3.54813389233546e-002,-1.47548822737504e-001,1.79997093867733e+002
3.55631318568956e-002,-1.47548822737751e-001,1.79997087168406e+002
3.56451133426215e-002,-1.47548822738263e-001,1.79997080453636e+002
3.57272838151899e-002,-1.47548822738583e-001,1.79997073723386e+002
3.58096437102606e-002,-1.47548822738915e-001,1.79997066977622e+002
3.58921934644975e-002,-1.47548822739475e-001,1.79997060216307e+002
3.59749335155712e-002,-1.47548822739778e-001,1.79997053439406e+002
3.60578643021612e-002,-1.47548822740259e-001,1.79997046646882e+002
3.61409862639583e-002,-1.47548822740623e-001,1.79997039838700e+002
3.62242998416668e-002,-1.47548822740960e-001,1.79997033014824e+002
3.63078054770071e-002,-1.47548822741427e-001,1.79997026175216e+002
3.63915036127177e-002,-1.47548822741959e-001,1.79997019319842e+002
3.64753946925577e-002,-1.47548822742243e-001,1.79997012448665e+002
3.65594791613094e-002,-1.47548822742761e-001,1.79997005561648e+002
3.66437574647802e-002,-1.47548822743171e-001,1.79996998658754e+002
3.67282300498054e-002,-1.47548822743578e-001,1.79996991739948e+002
3.68128973642500e-002,-1.47548822743997e-001,1.79996984805193e+002
3.68977598570119e-002,-1.47548822744351e-001,1.79996977854451e+002
3.69828179780235e-002,-1.47548822744810e-001,1.79996970887686e+002
3.70680721782545e-002,-1.47548822745292e-001,1.79996963904861e+002
3.71535229097141e-002,-1.47548822745689e-001,1.79996956905939e+002
3.72391706254537e-002,-1.47548822746094e-001,1.79996949890882e+002
3.73250157795689e-002,-1.47548822746472e-001,1.79996942859655e+002
3.74110588272022e-002,-1.47548822747075e-001,1.79996935812218e+002
3.74973002245452e-002,-1.47548822747493e-001,1.79996928748536e+002
3.75837404288412e-002,-1.47548822747819e-001,1.79996921668570e+002
3.76703798983877e-002,-1.47548822748397e-001,1.79996914572283e+002
3.77572190925384e-002,-1.47548822748755e-001,1.79996907459638e+002
3.78442584717061e-002,-1.47548822749283e-001,1.79996900330596e+002
3.79314984973650e-002,-1.47548822749575e-001,1.79996893185120e+002
3.80189396320529e-002,-1.47548822750128e-001,1.79996886023172e+002
3.81065823393741e-002,-1.47548822750646e-001,1.79996878844714e+002
3.81944270840014e-002,-1.47548822751187e-001,1.79996871649708e+002
3.82824743316790e-002,-1.47548822751548e-001,1.79996864438116e+002
3.83707245492246e-002,-1.47548822751885e-001,1.79996857209899e+002
3.84591782045321e-002,-1.47548822752415e-001,1.79996849965020e+002
3.85478357665739e-002,-1.47548822752824e-001,1.79996842703439e+002
3.86366977054036e-002,-1.47548822753362e-001,1.79996835425119e+002
3.87257644921584e-002,-1.47548822753852e-001,1.79996828130021e+002
3.88150365990615e-002,-1.47548822754266e-001,1.79996820818105e+002
3.89045144994247e-002,-1.47548822754773e-001,1.79996813489334e+002
3.89941986676510e-002,-1.47548822755245e-001,1.79996806143668e+002
3.90840895792368e-002,-1.47548822755793e-001,1.79996798781069e+002
3.91741877107749e-002,-1.47548822756179e-001,1.79996791401497e+002
3.92644935399566e-002,-1.47548822756793e-001,1.79996784004914e+002
3.93550075455744e-002,-1.47548822757227e-001,1.79996776591279e+002
3.94457302075244e-002,-1.47548822757668e-001,1.79996769160555e+002
3.95366620068094e-002,-1.47548822758224e-001,1.79996761712701e+002
3.96278034255405e-002,-1.47548822758658e-001,1.79996754247678e+002
3.97191549469406e-002,-1.47548822759095e-001,1.79996746765446e+002
3.98107170553463e-002,-1.47548822759660e-001,1.79996739265966e+002
3.99024902362108e-002,-1.47548822760176e-001,1.79996731749197e+002
3.99944749761063e-002,-1.47548822760660e-001,1.79996724215101e+002
4.00866717627268e-002,-1.47548822761078e-001,1.79996716663637e+002
4.01790810848905e-002,-1.47548822761648e-001,1.79996709094765e+002
4.02717034325424e-002,-1.47548822762120e-001,1.79996701508445e+002
4.03645392967570e-002,-1.47548822762677e-001,1.79996693904637e+002
4.04575891697408e-002,-1.47548822763211e-001,1.79996686283300e+002
4.05508535448349e-002,-1.47548822763688e-001,1.79996678644394e+002
4.06443329165177e-002,-1.47548822764138e-001,1.79996670987878e+002
4.07380277804077e-002,-1.47548822764732e-001,1.79996663313713e+002
4.08319386332657e-002,-1.47548822765249e-001,1.79996655621857e+002
4.09260659729975e-002,-1.47548822765798e-001,1.79996647912269e+002
4.10204102986571e-002,-1.47548822766328e-001,1.79996640184909e+002
4.11149721104486e-002,-1.47548822766936e-001,1.79996632439735e+002
4.12097519097294e-002,-1.47548822767445e-001,1.79996624676707e+002
4.13047501990125e-002,-1.47548822767994e-001,1.79996616895783e+002
4.13999674819694e-002,-1.47548822768489e-001,1.79996609096922e+002
4.14954042634327e-002,-1.47548822769118e-001,1.79996601280083e+002
4.15910610493986e-002,-1.47548822769610e-001,1.79996593445225e+002
4.16869383470299e-002,-1.47548822770216e-001,1.79996585592305e+002
4.17830366646585e-002,-1.47548822770606e-001,1.79996577721282e+002
4.18793565117882e-002,-1.47548822771294e-001,1.79996569832115e+002
4.19758983990971e-002,-1.47548822771760e-001,1.79996561924762e+002
4.20726628384407e-002,-1.47548822772336e-001,1.79996553999180e+002
4.21696503428545e-002,-1.47548822772862e-001,1.79996546055327e+002
4.22668614265566e-002,-1.47548822773460e-001,1.79996538093163e+002
4.23642966049504e-002,-1.47548822774004e-001,1.79996530112643e+002
4.24619563946276e-002,-1.47548822774620e-001,1.79996522113727e+002
4.25598413133706e-002,-1.47548822775114e-001,1.79996514096371e+002
4.26579518801555e-002,-1.47548822775676e-001,1.79996506060533e+002
4.27562886151549e-002,-1.47548822776257e-001,1.79996498006171e+002
4.28548520397402e-002,-1.47548822776917e-001,1.79996489933241e+002
4.29536426764849e-002,-1.47548822777357e-001,1.79996481841702e+002
4.30526610491673e-002,-1.47548822777890e-001,1.79996473731509e+002
4.31519076827727e-002,-1.47548822778544e-001,1.79996465602621e+002
4.32513831034970e-002,-1.47548822779193e-001,1.79996457454993e+002
4.33510878387491e-002,-1.47548822779804e-001,1.79996449288584e+002
4.34510224171533e-002,-1.47548822780328e-001,1.79996441103348e+002
4.35511873685530e-002,-1.47548822780967e-001,1.79996432899244e+002
4.36515832240127e-002,-1.47548822781516e-001,1.79996424676228e+002
4.37522105158213e-002,-1.47548822782146e-001,1.79996416434255e+002
4.38530697774947e-002,-1.47548822782761e-001,1.79996408173283e+002
4.39541615437785e-002,-1.47548822783359e-001,1.79996399893267e+002
4.40554863506514e-002,-1.47548822783907e-001,1.79996391594164e+002
4.41570447353273e-002,-1.47548822784545e-001,1.79996383275930e+002
4.42588372362587e-002,-1.47548822785224e-001,1.79996374938520e+002
4.43608643931393e-002,-1.47548822785786e-001,1.79996366581890e+002
4.44631267469069e-002,-1.47548822786573e-001,1.79996358205996e+002
4.45656248397463e-002,-1.47548822787020e-001,1.79996349810794e+002
4.46683592150923e-002,-1.47548822787643e-001,1.79996341396239e+002
4.47713304176322e-002,-1.47548822788345e-001,1.79996332962286e+002
4.48745389933092e-002,-1.47548822788858e-001,1.79996324508891e+002
4.49779854893248e-002,-1.47548822789651e-001,1.79996316036009e+002
4.50816704541420e-002,-1.47548822790204e-001,1.79996307543595e+002
4.51855944374882e-002,-1.47548822790893e-001,1.79996299031604e+002
4.52897579903580e-002,-1.47548822791465e-001,1.79996290499991e+002
4.53941616650162e-002,-1.47548822792168e-001,1.79996281948710e+002
4.54988060150008e-002,-1.47548822792812e-001,1.79996273377717e+002
4.56036915951255e-002,-1.47548822793444e-001,1.79996264786965e+002
4.57088189614834e-002,-1.47548822794015e-001,1.79996256176410e+002
4.58141886714492e-002,-1.47548822794694e-001,1.79996247546005e+002
4.59198012836827e-002,-1.47548822795386e-001,1.79996238895705e+002
4.60256573581314e-002,-1.47548822796073e-001,1.79996230225464e+002
4.61317574560338e-002,-1.47548822796800e-001,1.79996221535237e+002
4.62381021399218e-002,-1.47548822797364e-001,1.79996212824976e+002
4.63446919736246e-002,-1.47548822798136e-001,1.79996204094636e+002
4.64515275222707e-002,-1.47548822798803e-001,1.79996195344170e+002
4.65586093522917e-002,-1.47548822799628e-001,1.79996186573533e+002
4.66659380314246e-002,-1.47548822800203e-001,1.79996177782677e+002
4.67735141287156e-002,-1.47548822800682e-001,1.79996168971556e+002
4.68813382145223e-002,-1.47548822801548e-001,1.79996160140123e+002
4.69894108605173e-002,-1.47548822802205e-001,1.79996151288332e+002
4.70977326396910e-002,-1.47548822802824e-001,1.79996142416135e+002
4.72063041263548e-002,-1.47548822803621e-001,1.79996133523486e+002
4.73151258961437e-002,-1.47548822804266e-001,1.79996124610337e+002
4.74241985260201e-002,-1.47548822804928e-001,1.79996115676641e+002
4.75335225942762e-002,-1.47548822805701e-001,1.79996106722351e+002
4.76430986805372e-002,-1.47548822806457e-001,1.79996097747419e+002
4.77529273657647e-002,-1.47548822807130e-001,1.79996088751798e+002
4.78630092322595e-002,-1.47548822807909e-001,1.79996079735440e+002
4.79733448636645e-002,-1.47548822808491e-001,1.79996070698297e+002
4.80839348449685e-002,-1.47548822809204e-001,1.79996061640321e+002
4.81947797625083e-002,-1.47548822810033e-001,1.79996052561464e+002
4.83058802039728e-002,-1.47548822810722e-001,1.79996043461678e+002
4.84172367584055e-002,-1.47548822811474e-001,1.79996034340916e+002
4.85288500162077e-002,-1.47548822812224e-001,1.79996025199127e+002
4.86407205691417e-002,-1.47548822812955e-001,1.79996016036265e+002
4.87528490103342e-002,-1.47548822813696e-001,1.79996006852280e+002
4.88652359342789e-002,-1.47548822814428e-001,1.79995997647124e+002
4.89778819368401e-002,-1.47548822815277e-001,1.79995988420748e+002
4.90907876152558e-002,-1.47548822816003e-001,1.79995979173102e+002
4.92039535681406e-002,-1.47548822816793e-001,1.79995969904139e+002
4.93173803954890e-002,-1.47548822817568e-001,1.79995960613809e+002
4.94310686986790e-002,-1.47548822818135e-001,1.79995951302062e+002
4.95450190804744e-002,-1.47548822819028e-001,1.79995941968849e+002
4.96592321450290e-002,-1.47548822819819e-001,1.79995932614121e+002
4.97737084978890e-002,-1.47548822820616e-001,1.79995923237828e+002
4.98884487459966e-002,-1.47548822821340e-001,1.79995913839921e+002
5.00034534976932e-002,-1.47548822822098e-001,1.79995904420349e+002
5.01187233627226e-002,-1.47548822822935e-001,1.79995894979063e+002
5.02342589522341e-002,-1.47548822823722e-001,1.79995885516012e+002
5.03500608787858e-002,-1.47548822824506e-001,1.79995876031147e+002
5.04661297563481e-002,-1.47548822825408e-001,1.79995866524417e+002
5.05824662003067e-002,-1.47548822826160e-001,1.79995856995772e+002
5.06990708274657e-002,-1.47548822826902e-001,1.79995847445161e+002
5.08159442560513e-002,-1.47548822827600e-001,1.79995837872533e+002
5.09330871057148e-002,-1.47548822828549e-001,1.79995828277839e+002
5.10504999975359e-002,-1.47548822829465e-001,1.79995818661026e+002
5.11681835540260e-002,-1.47548822830125e-001,1.79995809022044e+002
5.12861383991317e-002,-1.47548822830968e-001,1.79995799360842e+002
5.14043651582378e-002,-1.47548822831849e-001,1.79995789677369e+002
5.15228644581708e-002,-1.47548822832673e-001,1.79995779971573e+002
5.16416369272023e-002,-1.47548822833530e-001,1.79995770243402e+002
5.17606831950519e-002,-1.47548822834388e-001,1.79995760492806e+002
5.18800038928913e-002,-1.47548822835149e-001,1.79995750719733e+002
5.19995996533467e-002,-1.47548822836079e-001,1.79995740924130e+002
5.21194711105032e-002,-1.47548822836923e-001,1.79995731105947e+002
5.22396188999071e-002,-1.47548822837743e-001,1.79995721265129e+002
5.23600436585701e-002,-1.47548822838566e-001,1.79995711401627e+002
5.24807460249723e-002,-1.47548822839627e-001,1.79995701515387e+002
5.26017266390657e-002,-1.47548822840389e-001,1.79995691606356e+002
5.27229861422773e-002,-1.47548822841244e-001,1.79995681674483e+002
5.28445251775131e-002,-1.47548822842123e-001,1.79995671719715e+002
5.29663443891608e-002,-1.47548822842885e-001,1.79995661741998e+002
5.30884444230938e-002,-1.47548822843951e-001,1.79995651741281e+002
5.32108259266744e-002,-1.47548822844690e-001,1.79995641717509e+002
5.33334895487571e-002,-1.47548822845681e-001,1.79995631670630e+002
5.34564359396921e-002,-1.47548822846545e-001,1.79995621600591e+002
5.35796657513291e-002,-1.47548822847404e-001,1.79995611507338e+002
5.37031796370202e-002,-1.47548822848383e-001,1.79995601390818e+002
5.38269782516237e-002,-1.47548822849211e-001,1.79995591250976e+002
5.39510622515077e-002,-1.47548822850247e-001,1.79995581087760e+002
5.40754322945530e-002,-1.47548822851205e-001,1.79995570901115e+002
5.42000890401573e-002,-1.47548822851944e-001,1.79995560690988e+002
5.43250331492382e-002,-1.47548822852930e-001,1.79995550457324e+002
5.44502652842370e-002,-1.47548822853799e-001,1.79995540200069e+002
5.45757861091219e-002,-1.47548822854643e-001,1.79995529919168e+002
5.47015962893920e-002,-1.47548822855697e-001,1.79995519614567e+002
5.48276964920802e-002,-1.47548822856721e-001,1.79995509286212e+002
5.49540873857572e-002,-1.47548822857540e-001,1.79995498934048e+002
5.50807696405351e-002,-1.47548822858543e-001,1.79995488558019e+002
5.52077439280705e-002,-1.47548822859525e-001,1.79995478158071e+002
5.53350109215684e-002,-1.47548822860404e-001,1.79995467734149e+002
5.54625712957858e-002,-1.47548822861413e-001,1.79995457286197e+002
5.55904257270351e-002,-1.47548822862486e-001,1.79995446814161e+002
5.57185748931877e-002,-1.47548822863339e-001,1.79995436317983e+002
5.58470194736777e-002,-1.47548822864299e-001,1.79995425797610e+002
5.59757601495057e-002,-1.47548822865392e-001,1.79995415252984e+002
5.61047976032417e-002,-1.47548822866336e-001,1.79995404684051e+002
5.62341325190295e-002,-1.47548822867329e-001,1.79995394090753e+002
5.63637655825901e-002,-1.47548822868200e-001,1.79995383473036e+002
5.64936974812248e-002,-1.47548822869335e-001,1.79995372830842e+002
5.66239289038199e-002,-1.47548822870341e-001,1.79995362164116e+002
5.67544605408493e-002,-1.47548822871244e-001,1.79995351472800e+002
5.68852930843787e-002,-1.47548822872311e-001,1.79995340756838e+002
5.70164272280693e-002,-1.47548822873209e-001,1.79995330016173e+002
5.71478636671812e-002,-1.47548822874389e-001,1.79995319250749e+002
5.72796030985774e-002,-1.47548822875456e-001,1.79995308460507e+002
5.74116462207273e-002,-1.47548822876454e-001,1.79995297645392e+002
5.75439937337102e-002,-1.47548822877462e-001,1.79995286805345e+002
5.76766463392195e-002,-1.47548822878472e-001,1.79995275940309e+002
5.78096047405663e-002,-1.47548822879563e-001,1.79995265050227e+002
5.79428696426825e-002,-1.47548822880762e-001,1.79995254135040e+002
5.80764417521256e-002,-1.47548822881785e-001,1.79995243194692e+002
5.82103217770815e-002,-1.47548822882754e-001,1.79995232229123e+002
5.83445104273689e-002,-1.47548822883869e-001,1.79995221238276e+002
5.84790084144424e-002,-1.47548822884862e-001,1.79995210222093e+002
5.86138164513972e-002,-1.47548822886027e-001,1.79995199180514e+002
5.87489352529720e-002,-1.47548822887063e-001,1.79995188113482e+002
5.88843655355532e-002,-1.47548822888125e-001,1.79995177020938e+002
5.90201080171787e-002,-1.47548822889288e-001,1.79995165902823e+002
5.91561634175417e-002,-1.47548822890249e-001,1.79995154759078e+002
5.92925324579943e-002,-1.47548822891446e-001,1.79995143589644e+002
5.94292158615515e-002,-1.47548822892594e-001,1.79995132394462e+002
5.95662143528953e-002,-1.47548822893752e-001,1.79995121173473e+002
5.97035286583779e-002,-1.47548822894761e-001,1.79995109926616e+002
5.98411595060262e-002,-1.47548822895756e-001,1.79995098653833e+002
5.99791076255451e-002,-1.47548822896832e-001,1.79995087355063e+002
6.01173737483220e-002,-1.47548822898015e-001,1.79995076030247e+002
6.02559586074299e-002,-1.47548822899240e-001,1.79995064679324e+002
6.03948629376321e-002,-1.47548822900283e-001,1.79995053302235e+002
6.05340874753855e-002,-1.47548822901567e-001,1.79995041898919e+002
6.06736329588447e-002,-1.47548822902662e-001,1.79995030469316e+002
6.08135001278659e-002,-1.47548822903849e-001,1.79995019013364e+002
6.09536897240110e-002,-1.47548822905110e-001,1.79995007531004e+002
6.10942024905513e-002,-1.47548822906219e-001,1.79994996022174e+002
6.12350391724714e-002,-1.47548822907380e-001,1.79994984486814e+002
6.13762005164735e-002,-1.47548822908542e-001,1.79994972924862e+002
6.15176872709808e-002,-1.47548822909904e-001,1.79994961336257e+002
6.16595001861422e-002,-1.47548822910978e-001,1.79994949720938e+002
6.18016400138356e-002,-1.47548822912137e-001,1.79994938078842e+002
6.19441075076721e-002,-1.47548822913220e-001,1.79994926409909e+002
6.20869034230003e-002,-1.47548822914539e-001,1.79994914714076e+002
6.22300285169099e-002,-1.47548822915743e-001,1.79994902991281e+002
6.23734835482358e-002,-1.47548822917004e-001,1.79994891241462e+002
6.25172692775625e-002,-1.47548822918255e-001,1.79994879464558e+002
6.26613864672274e-002,-1.47548822919476e-001,1.79994867660504e+002
6.28058358813256e-002,-1.47548822920601e-001,1.79994855829240e+002
6.29506182857136e-002,-1.47548822921894e-001,1.79994843970702e+002
6.30957344480131e-002,-1.47548822923053e-001,1.79994832084827e+002
6.32411851376157e-002,-1.47548822924499e-001,1.79994820171552e+002
6.33869711256865e-002,-1.47548822925679e-001,1.79994808230814e+002
6.35330931851681e-002,-1.47548822926902e-001,1.79994796262550e+002
6.36795520907853e-002,-1.47548822928339e-001,1.79994784266696e+002
6.38263486190486e-002,-1.47548822929562e-001,1.79994772243189e+002
6.39734835482585e-002,-1.47548822930693e-001,1.79994760191965e+002
6.41209576585099e-002,-1.47548822931964e-001,1.79994748112960e+002
6.42687717316956e-002,-1.47548822933419e-001,1.79994736006110e+002
6.44169265515114e-002,-1.47548822934661e-001,1.79994723871351e+002
6.45654229034592e-002,-1.47548822935875e-001,1.79994711708618e+002
6.47142615748519e-002,-1.47548822937371e-001,1.79994699517848e+002
6.48634433548174e-002,-1.47548822938519e-001,1.79994687298974e+002
6.50129690343026e-002,-1.47548822939895e-001,1.79994675051934e+002
6.51628394060778e-002,-1.47548822941371e-001,1.79994662776661e+002
6.53130552647408e-002,-1.47548822942469e-001,1.79994650473090e+002
6.54636174067210e-002,-1.47548822943912e-001,1.79994638141157e+002
6.56145266302840e-002,-1.47548822945348e-001,1.79994625780796e+002
6.57657837355355e-002,-1.47548822946602e-001,1.79994613391941e+002
6.59173895244256e-002,-1.47548822947983e-001,1.79994600974527e+002
6.60693448007530e-002,-1.47548822949252e-001,1.79994588528488e+002
6.62216503701696e-002,-1.47548822950799e-001,1.79994576053758e+002
6.63743070401843e-002,-1.47548822952084e-001,1.79994563550270e+002
6.65273156201675e-002,-1.47548822953609e-001,1.79994551017959e+002
6.66806769213556e-002,-1.47548822954833e-001,1.79994538456759e+002
6.68343917568548e-002,-1.47548822956336e-001,1.79994525866601e+002
6.69884609416459e-002,-1.47548822957796e-001,1.79994513247420e+002
6.71428852925885e-002,-1.47548822959119e-001,1.79994500599149e+002
6.72976656284250e-002,-1.47548822960567e-001,1.79994487921721e+002
6.74528027697854e-002,-1.47548822961900e-001,1.79994475215068e+002
6.76082975391914e-002,-1.47548822963349e-001,1.79994462479124e+002
6.77641507610607e-002,-1.47548822964864e-001,1.79994449713820e+002
6.79203632617116e-002,-1.47548822966205e-001,1.79994436919089e+002
6.80769358693673e-002,-1.47548822967777e-001,1.79994424094863e+002
6.82338694141601e-002,-1.47548822969244e-001,1.79994411241074e+002
6.83911647281360e-002,-1.47548822970589e-001,1.79994398357654e+002
6.85488226452592e-002,-1.47548822972200e-001,1.79994385444535e+002
6.87068440014163e-002,-1.47548822973633e-001,1.79994372501648e+002
6.88652296344207e-002,-1.47548822975086e-001,1.79994359528924e+002
6.90239803840172e-002,-1.47548822976620e-001,1.79994346526296e+002
6.91830970918867e-002,-1.47548822978027e-001,1.79994333493693e+002
6.93425806016499e-002,-1.47548822979678e-001,1.79994320431047e+002
6.95024317588726e-002,-1.47548822981177e-001,1.79994307338288e+002
6.96626514110698e-002,-1.47548822982615e-001,1.79994294215347e+002
6.98232404077101e-002,-1.47548822984065e-001,1.79994281062155e+002
6.99841996002203e-002,-1.47548822985649e-001,1.79994267878642e+002
7.01455298419900e-002,-1.47548822987253e-001,1.79994254664738e+002
7.03072319883762e-002,-1.47548822988889e-001,1.79994241420372e+002
7.04693068967075e-002,-1.47548822990425e-001,1.79994228145475e+002
7.06317554262890e-002,-1.47548822991922e-001,1.79994214839976e+002
7.07945784384066e-002,-1.47548822993483e-001,1.79994201503805e+002
7.09577767963317e-002,-1.47548822995074e-001,1.79994188136891e+002
7.11213513653257e-002,-1.47548822996628e-001,1.79994174739163e+002
7.12853030126447e-002,-1.47548822998204e-001,1.79994161310550e+002
7.14496326075441e-002,-1.47548822999889e-001,1.79994147850980e+002
7.16143410212829e-002,-1.47548823001493e-001,1.79994134360384e+002
7.17794291271289e-002,-1.47548823003041e-001,1.79994120838688e+002
7.19448978003626e-002,-1.47548823004686e-001,1.79994107285821e+002
7.21107479182826e-002,-1.47548823006284e-001,1.79994093701712e+002
7.22769803602096e-002,-1.47548823007987e-001,1.79994080086288e+002
7.24435960074916e-002,-1.47548823009647e-001,1.79994066439478e+002
7.26105957435080e-002,-1.47548823011307e-001,1.79994052761208e+002
7.27779804536749e-002,-1.47548823012855e-001,1.79994039051407e+002
7.29457510254494e-002,-1.47548823014630e-001,1.79994025310001e+002
7.31139083483342e-002,-1.47548823016282e-001,1.79994011536918e+002
7.32824533138829e-002,-1.47548823017948e-001,1.79993997732085e+002
7.34513868157039e-002,-1.47548823019591e-001,1.79993983895429e+002
7.36207097494660e-002,-1.47548823021334e-001,1.79993970026875e+002
7.37904230129025e-002,-1.47548823023014e-001,1.79993956126352e+002
7.39605275058162e-002,-1.47548823024720e-001,1.79993942193784e+002
7.41310241300841e-002,-1.47548823026464e-001,1.79993928229099e+002
7.43019137896625e-002,-1.47548823028209e-001,1.79993914232221e+002
7.44731973905912e-002,-1.47548823029936e-001,1.79993900203077e+002
7.46448758409990e-002,-1.47548823031671e-001,1.79993886141593e+002
7.48169500511077e-002,-1.47548823033501e-001,1.79993872047694e+002
7.49894209332378e-002,-1.47548823035299e-001,1.79993857921305e+002
7.51622894018128e-002,-1.47548823037010e-001,1.79993843762351e+002
7.53355563733639e-002,-1.47548823038680e-001,1.79993829570758e+002
7.55092227665356e-002,-1.47548823040567e-001,1.79993815346450e+002
7.56832895020896e-002,-1.47548823042370e-001,1.79993801089351e+002
7.58577575029105e-002,-1.47548823044272e-001,1.79993786799386e+002
7.60326276940103e-002,-1.47548823046031e-001,1.79993772476479e+002
7.62079010025333e-002,-1.47548823047756e-001,1.79993758120555e+002
7.63835783577612e-002,-1.47548823049595e-001,1.79993743731537e+002
7.65596606911177e-002,-1.47548823051481e-001,1.79993729309348e+002
7.67361489361739e-002,-1.47548823053284e-001,1.79993714853913e+002
7.69130440286530e-002,-1.47548823055156e-001,1.79993700365155e+002
7.70903469064350e-002,-1.47548823057029e-001,1.79993685842997e+002
7.72680585095622e-002,-1.47548823059008e-001,1.79993671287362e+002
7.74461797802438e-002,-1.47548823060773e-001,1.79993656698173e+002
7.76247116628611e-002,-1.47548823062664e-001,1.79993642075352e+002
7.78036551039723e-002,-1.47548823064661e-001,1.79993627418822e+002
7.79830110523178e-002,-1.47548823066524e-001,1.79993612728505e+002
7.81627804588249e-002,-1.47548823068434e-001,1.79993598004324e+002
7.83429642766130e-002,-1.47548823070261e-001,1.79993583246199e+002
7.85235634609990e-002,-1.47548823072236e-001,1.79993568454054e+002
7.87045789695017e-002,-1.47548823074259e-001,1.79993553627810e+002
7.88860117618472e-002,-1.47548823076152e-001,1.79993538767387e+002
7.90678627999743e-002,-1.47548823078160e-001,1.79993523872707e+002
7.92501330480389e-002,-1.47548823079949e-001,1.79993508943692e+002
7.94328234724199e-002,-1.47548823082219e-001,1.79993493980262e+002
7.96159350417236e-002,-1.47548823084133e-001,1.79993478982338e+002
7.97994687267894e-002,-1.47548823086064e-001,1.79993463949839e+002
7.99834255006945e-002,-1.47548823088018e-001,1.79993448882688e+002
8.01678063387596e-002,-1.47548823090041e-001,1.79993433780803e+002
8.03526122185534e-002,-1.47548823092078e-001,1.79993418644104e+002
8.05378441198983e-002,-1.47548823094107e-001,1.79993403472512e+002
8.07235030248754e-002,-1.47548823096235e-001,1.79993388265946e+002
8.09095899178298e-002,-1.47548823098313e-001,1.79993373024324e+002
8.10961057853756e-002,-1.47548823100320e-001,1.79993357747568e+002
8.12830516164015e-002,-1.47548823102393e-001,1.79993342435595e+002
8.14704284020755e-002,-1.47548823104413e-001,1.79993327088324e+002
8.16582371358507e-002,-1.47548823106503e-001,1.79993311705673e+002
8.18464788134704e-002,-1.47548823108562e-001,1.79993296287563e+002
8.20351544329733e-002,-1.47548823110679e-001,1.79993280833910e+002
8.22242649946985e-002,-1.47548823112863e-001,1.79993265344632e+002
8.24138115012916e-002,-1.47548823114998e-001,1.79993249819648e+002
8.26037949577092e-002,-1.47548823117063e-001,1.79993234258875e+002
8.27942163712248e-002,-1.47548823119256e-001,1.79993218662231e+002
8.29850767514336e-002,-1.47548823121415e-001,1.79993203029633e+002
8.31763771102584e-002,-1.47548823123644e-001,1.79993187360998e+002
8.33681184619547e-002,-1.47548823125794e-001,1.79993171656243e+002
8.35603018231161e-002,-1.47548823127968e-001,1.79993155915285e+002
8.37529282126795e-002,-1.47548823130196e-001,1.79993140138041e+002
8.39459986519309e-002,-1.47548823132389e-001,1.79993124324426e+002
8.41395141645107e-002,-1.47548823134574e-001,1.79993108474357e+002
8.43334757764187e-002,-1.47548823136887e-001,1.79993092587749e+002
8.45278845160201e-002,-1.47548823139021e-001,1.79993076664519e+002
8.47227414140508e-002,-1.47548823141381e-001,1.79993060704583e+002
8.49180475036225e-002,-1.47548823143598e-001,1.79993044707855e+002
8.51138038202287e-002,-1.47548823145855e-001,1.79993028674251e+002
8.53100114017500e-002,-1.47548823148160e-001,1.79993012603685e+002
8.55066712884593e-002,-1.47548823150398e-001,1.79992996496073e+002
8.57037845230279e-002,-1.47548823152610e-001,1.79992980351329e+002
8.59013521505305e-002,-1.47548823155071e-001,1.79992964169368e+002
8.60993752184510e-002,-1.47548823157257e-001,1.79992947950103e+002
8.62978547766879e-002,-1.47548823159697e-001,1.79992931693449e+002
8.64967918775602e-002,-1.47548823162147e-001,1.79992915399320e+002
8.66961875758125e-002,-1.47548823164491e-001,1.79992899067628e+002
8.68960429286210e-002,-1.47548823166739e-001,1.79992882698289e+002
8.70963589955989e-002,-1.47548823169213e-001,1.79992866291214e+002
8.72971368388019e-002,-1.47548823171562e-001,1.79992849846317e+002
8.74983775227344e-002,-1.47548823173921e-001,1.79992833363510e+002
8.77000821143542e-002,-1.47548823176298e-001,1.79992816842707e+002
8.79022516830791e-002,-1.47548823178828e-001,1.79992800283819e+002
8.81048873007921e-002,-1.47548823181160e-001,1.79992783686759e+002
8.83079900418469e-002,-1.47548823183693e-001,1.79992767051439e+002
8.85115609830742e-002,-1.47548823186062e-001,1.79992750377771e+002
8.87156012037867e-002,-1.47548823188432e-001,1.79992733665665e+002
8.89201117857854e-002,-1.47548823191077e-001,1.79992716915035e+002
8.91250938133651e-002,-1.47548823193647e-001,1.79992700125790e+002
8.93305483733201e-002,-1.47548823196008e-001,1.79992683297842e+002
8.95364765549499e-002,-1.47548823198657e-001,1.79992666431102e+002
8.97428794500653e-002,-1.47548823201115e-001,1.79992649525479e+002
8.99497581529940e-002,-1.47548823203643e-001,1.79992632580886e+002
9.01571137605861e-002,-1.47548823206138e-001,1.79992615597230e+002
